web-scraper-order,web-scraper-start-url,images-src
"1621407114-15330","https://www.bing.com/images/search?q=motif+batik+sidomukti&form=HDRSC2&first=1&tsc=ImageBasicHover","https://th.bing.com/th/id/OIP.xS3cJXJ-lmMhxBG8vUiavQHaHa?w=166&h=180&c=7&o=5&pid=1.7"
"1621407114-15567","https://www.bing.com/images/search?q=motif+batik+sidomukti&form=HDRSC2&first=1&tsc=ImageBasicHover","https://th.bing.com/th/id/OIP.SdARzzVOgIckAUyIsOH11gHaFj?w=212&h=159&c=7&o=5&pid=1.7"
"1621407114-15504","https://www.bing.com/images/search?q=motif+batik+sidomukti&form=HDRSC2&first=1&tsc=ImageBasicHover","https://th.bing.com/th/id/OIP.5Sa5IUNpnOznPPyOPOe-VwHaFP?w=276&h=195&c=7&o=5&pid=1.7"
"1621407114-15511","https://www.bing.com/images/search?q=motif+batik+sidomukti&form=HDRSC2&first=1&tsc=ImageBasicHover","https://th.bing.com/th/id/OIP.C9V9zjDrlXv8ONC8WKPBSQHaJ3?w=137&h=183&c=7&o=5&pid=1.7"
"1621407114-15943","https://www.bing.com/images/search?q=motif+batik+sidomukti&form=HDRSC2&first=1&tsc=ImageBasicHover","https://th.bing.com/th/id/OIP.2kClPMNsLQf9L1aQrBoxxQHaEK?w=314&h=180&c=7&o=5&pid=1.7"
"1621407114-15487","https://www.bing.com/images/search?q=motif+batik+sidomukti&form=HDRSC2&first=1&tsc=ImageBasicHover","https://th.bing.com/th/id/OIP.YdIKYul_GA7xlavkd3653AHaHa?w=173&h=180&c=7&o=5&pid=1.7"
